Codedep_com;COM;PTOT;
63053;Briffons;272;
63054;Le Broc;710;
63055;Bromont-Lamothe;998;
63056;Brousse;340;
63057;Le Brugeron;248;
63058;Bulhon;543;
63059;Busséol;223;
63060;Bussières;91;
63061;Bussières-et-Pruns;476;
63062;Buxières-sous-Montaigut;238;
63063;Cébazat;8915;
63064;La Celle;78;
63065;Ceilloux;177;
63066;Celles-sur-Durolle;1708;
63067;La Cellette;166;
63069;Le Cendre;5569;
63070;Ceyrat;6495;
63071;Ceyssat;702;
63072;Chabreloche;1216;
63073;Chadeleuf;446;
63074;Chalus;183;
63075;Chamalières;17849;
63076;Chambon-sur-Dolore;151;
63077;Chambon-sur-Lac;427;
63079;Champagnat-le-Jeune;153;
63080;Champeix;1427;
63081;Champétières;277;
63082;Champs;412;
63083;Chanat-la-Mouteyre;954;
63084;Chanonat;1739;
63085;Chapdes-Beaufort;1126;
63086;La Chapelle-Agnon;349;
63087;La Chapelle-Marcousse;67;
63088;La Chapelle-sur-Usson;83;
63089;Chappes;1656;
63090;Chaptuzat;513;
63091;Charbonnier-les-Mines;916;
63092;Charbonnières-les-Varennes;1815;
63093;Charbonnières-les-Vieilles;1144;
63094;Charensat;494;
63095;Charnat;209;
63096;Chas;393;
63097;Chassagne;81;
63098;Chastreix;231;
63099;Châteaugay;3158;
63100;Châteauneuf-les-Bains;328;
63101;Château-sur-Cher;69;
63102;Châteldon;787;
63103;Châtel-Guyon;6422;
63104;La Chaulme;118;
63105;Chaumont-le-Bourg;235;
63106;Chauriat;1717;
63107;Chavaroux;502;
63108;Le Cheix;691;
63109;Chidrac;540;
63110;Cisternes-la-Forêt;468;
63111;Clémensat;125;
63112;Clerlande;627;
63113;Clermont-Ferrand;150596;
63114;Collanges;159;
63115;Combrailles;225;
63116;Combronde;2204;
63117;Compains;131;
63118;Condat-en-Combraille;421;
63119;Condat-lès-Montboissier;230;
63120;Corent;771;
63121;Coudes;1284;
63122;Courgoul;63;
63123;Cournols;243;
63124;Cournon-d'Auvergne;20688;
63125;Courpière;4164;
63126;Le Crest;1295;
63128;Crevant-Laveine;979;
63129;Cros;168;
63130;La Crouzille;270;
63131;Culhat;1145;
63132;Cunlhat;1323;
63134;Dauzat-sur-Vodable;70;
63135;Davayat;614;
63136;Domaize;396;
63137;Doranges;179;
63138;Dorat;718;
63139;Dore-l'Eglise;664;
63140;Durmignat;216;
63141;Durtol;2105;
63142;Echandelys;264;
63143;Effiat;1149;
63144;Egliseneuve-d'Entraigues;350;
63145;Egliseneuve-des-Liards;157;
63146;Egliseneuve-près-Billom;872;
63147;Eglisolles;256;
63148;Ennezat;2573;
63149;Entraigues;684;
63150;Enval;1574;
63151;Escoutoux;1382;
63152;Espinasse;295;
63153;Espinchal;108;
63154;Espirat;442;
63155;Estandeuil;496;
63156;Esteil;59;
63157;Fayet-le-Château;377;
63158;Fayet-Ronaye;112;
63159;FernoÃ«l;134;
63160;Aulhat-Flat;958;
63161;La Forie;330;
63162;Fournols;328;
63163;Gelles;1011;
63164;Gerzat;10375;
63165;Giat;833;
63166;Gignat;246;
63167;Gimeaux;407;
63168;Glaine-Montaigut;593;
63169;La Godivelle;16;
63170;La Goutelle;638;
63171;Gouttières;342;
63172;Grandeyrolles;55;
63173;Grandrif;207;
63174;Grandval;122;
63175;Herment;244;
63176;Heume-l'Eglise;109;
63177;Isserteaux;418;
63178;Issoire;15701;
63179;Job;1057;
63180;Joze;1149;
63181;Jozerand;565;
63182;Jumeaux;604;
63183;Labessette;65;
63184;Lachaux;283;
63185;Lamontgie;647;
63186;Landogne;236;
63187;Lapeyrouse;535;
63188;Laps;605;
63189;Laqueuille;374;
63190;Larodde;285;
63191;Lastic;107;
63192;La Tour-d'Auvergne;674;
63193;Lempdes;9112;
63194;Lempty;396;
63195;Lezoux;6329;
63196;Limons;762;
63197;Lisseuil;129;
63198;Loubeyrat;1403;
63199;Ludesse;521;
63200;Lussat;925;
63201;Luzillat;1151;
63202;Madriat;110;
63203;Malauzat;1183;
63204;Malintrat;1152;
63205;Manglieu;471;
63206;Manzat;1406;
63207;Marat;824;
63208;Marcillat;297;
63209;Mareugheol;214;
63210;Maringues;3175;
63211;Marsac-en-Livradois;1502;
63212;Marsat;1462;
63213;Les Martres-d'Artière;2170;
63214;Les Martres-de-Veyre;4039;
63215;Martres-sur-Morge;683;
63216;Mauzun;121;
63218;Mayres;204;
63219;Mazaye;727;
63220;Mazoires;99;
63221;Medeyrolles;122;
63222;Meilhaud;497;
63223;Menat;549;
63224;Ménétrol;1647;
63225;Messeix;1088;
63226;Mur-sur-Allier;3511;
63227;Mirefleurs;2439;
63228;Miremont;304;
63229;Moissat;1249;
63230;Le Monestier;233;
63231;La Monnerie-le-Montel;1719;
63232;Mons;554;
63233;Montaigut;991;
63234;Montaigut-le-Blanc;892;
63235;Montcel;544;
63236;Mont-Dore;1297;
63237;Montel-de-Gelat;433;
63238;Montfermy;229;
63239;Montmorin;743;
63240;Montpensier;474;
63241;Montpeyroux;341;
63242;Moriat;390;
63243;Moureuille;384;
63244;Chambaron sur Morge;1812;
63245;Mozac;3942;
63246;Murat-le-Quaire;500;
63247;Murol;590;
63248;Nébouzat;868;
63249;Néronde-sur-Dore;533;
63250;Neschers;876;
63251;Neuf-Eglise;303;
63252;Neuville;386;
63253;Noalhat;241;
63254;Nohanent;2254;
63255;Nonette-Orsonnette;611;
63256;Novacelles;152;
63257;Olby;840;
63258;Olliergues;783;
63259;Olloix;323;
63260;Olmet;163;
63261;Orbeil;872;
63262;Orcet;2796;
63263;Orcines;3598;
63264;Orcival;248;
63265;Orléat;2235;
63267;Palladuc;549;
63268;Pardines;294;
63269;Parent;897;
63270;Parentignat;514;
63271;Paslières;1527;
63272;Pérignat-lès-Sarliève;2757;
63273;Pérignat-sur-Allier;1539;
63274;Perpezat;443;
63275;Perrier;910;
63276;Peschadoires;2166;
63277;Peslières;65;
63278;Pessat-Villeneuve;712;
63279;Picherande;324;
63280;Pignols;351;
63281;Pionsat;1081;
63282;Plauzat;1734;
63283;Pontaumur;748;
63284;Pont-du-Château;12487;
63285;Pontgibaud;779;
63286;Pouzol;275;
63287;Les Pradeaux;351;
63288;Prompsat;467;
63289;Prondines;270;
63290;Pulvérières;412;
63291;Puy-Guillaume;2836;
63292;Puy-Saint-Gulmier;155;
63293;Le Quartier;223;
63294;Queuille;295;
63295;Randan;1606;
63296;Ravel;777;
63297;Reignat;385;
63298;La Renaudie;131;
63299;Rentières;103;
63300;Riom;19762;
63301;Ris;756;
63302;La Roche-Blanche;3550;
63303;Roche-Charles-la-Mayrand;42;
63304;Roche-d'Agoux;110;
63305;Rochefort-Montagne;1003;
63306;La Roche-Noire;632;
63307;Romagnat;7969;
63308;Royat;4477;
63309;Saillant;311;
63310;Sainte-Agathe;175;
63311;Saint-Agoulin;341;
63312;Saint-Alyre-d'Arlanc;155;
63313;Saint-Alyre-ès-Montagne;116;
63314;Saint-Amant-Roche-Savine;521;
63315;Saint-Amant-Tallende;1785;
63317;Saint-André-le-Coq;532;
63318;Saint-Angel;471;
63319;Saint-Anthème;731;
63320;Saint-Avit;223;
63321;Saint-Babel;950;
63322;Saint-Beauzire;2248;
63323;Saint-Bonnet-le-Bourg;170;
63324;Saint-Bonnet-le-Chastel;213;
63325;Saint-Bonnet-lès-Allier;424;
63326;Saint-Bonnet-près-Orcival;521;
63327;Saint-Bonnet-près-Riom;2074;
63328;Sainte-Catherine;53;
63329;Sainte-Christine;132;
63330;Saint-Cirgues-sur-Couze;358;
63331;Saint-Clément-de-Valorgue;238;
63332;Saint-Clément-de-Régnat;549;
63333;Saint-Denis-Combarnazat;238;
63334;Saint-Dier-d'Auvergne;562;
63335;Saint-Diéry;537;
63336;Saint-Donat;205;
63337;Saint-Eloy-la-Glacière;62;
63338;Saint-Eloy-les-Mines;3713;
63339;Saint-Etienne-des-Champs;136;
63340;Saint-Etienne-sur-Usson;262;
63341;Saint-Ferréol-des-Côtes;563;
63342;Saint-Floret;252;
63343;Saint-Flour-l'Etang;286;
63344;Saint-Gal-sur-Sioule;148;
63345;Saint-Genès-Champanelle;3764;
63346;Saint-Genès-Champespe;225;
63347;Saint-Genès-du-Retz;482;
63348;Saint-Genès-la-Tourette;183;
63349;Saint-Georges-de-Mons;1982;
63350;Saint-Georges-sur-Allier;1306;
63351;Saint-Germain-près-Herment;74;
63352;Saint-Germain-Lembron;2050;
63353;Saint-Germain-l'Herm;510;
63354;Saint-Gervais-d'Auvergne;1417;
63355;Saint-Gervais-sous-Meymont;228;
63356;Saint-Gervazy;348;
63357;Saint-Hérent;118;
63358;Saint-Hilaire-la-Croix;363;
63359;Saint-Hilaire-les-Monges;86;
63360;Saint-Hilaire;157;
63362;Saint-Ignat;932;
63363;Saint-Jacques-d'Ambur;287;
63364;Saint-Jean-d'Heurs;672;
63365;Saint-Jean-des-Ollières;442;
63366;Saint-Jean-en-Val;356;
63367;Saint-Jean-Saint-Gervais;124;
63368;Saint-Julien-de-Coppel;1325;
63369;Saint-Julien-la-Geneste;123;
63370;Saint-Julien-Puy-Lavèze;370;
63371;Saint-Just;159;
63372;Saint-Laure;675;
63373;Saint-Maigner;193;
63374;Saint-Martin-des-Olmes;294;
63375;Saint-Martin-des-Plains;167;
63376;Saint-Martin-d'Ollières;155;
63377;Saint-Maurice-près-Pionsat;378;
63378;Saint-Maurice;949;
63379;Saint-Myon;523;
63380;Saint-Nectaire;765;
63381;Saint-Ours;1672;
63382;Saint-Pardoux;406;
63383;Saint-Pierre-Colamine;255;
63384;Saint-Pierre-la-Bourlhonne;137;
63385;Saint-Pierre-le-Chastel;452;
63386;Saint-Pierre-Roche;488;
63387;Saint-Priest-Bramefant;880;
63388;Saint-Priest-des-Champs;719;
63389;Saint-Quentin-sur-Sauxillanges;113;
63390;Saint-Quintin-sur-Sioule;397;
63391;Saint-Rémy-de-Blot;242;
63392;Saint-Rémy-de-Chargnat;588;
63393;Saint-Rémy-sur-Durolle;1787;
63394;Saint-Romain;213;
63395;Saint-Sandoux;991;
63396;Saint-Saturnin;1234;
63397;Saint-Sauves-d'Auvergne;1148;
63398;Saint-Sauveur-la-Sagne;91;
63399;Saint-Sulpice;91;
63400;Saint-Sylvestre-Pragoulin;1095;
63401;Saint-Victor-la-Rivière;258;
63402;Saint-Victor-Montvianeix;257;
63403;Saint-Vincent;425;
63404;Saint-Yvoine;619;
63405;Sallèdes;596;
63406;Sardon;309;
63407;Saulzet-le-Froid;287;
63408;Sauret-Besserve;171;
63409;Saurier;281;
63410;Sauvagnat;141;
63411;Sauvagnat-Sainte-Marthe;484;
63412;Sauvessanges;536;
63413;La Sauvetat;722;
63414;Sauviat;563;
63415;Sauxillanges;1309;
63416;Savennes;96;
63417;Sayat;2475;
63418;Sermentizon;584;
63419;Servant;561;
63420;Seychalles;808;
63421;Singles;165;
63422;Solignat;519;
63423;Sugères;611;
63424;Surat;592;
63425;Tallende;1541;
63426;Tauves;783;
63427;Teilhède;501;
63428;Teilhet;285;
63429;Ternant-les-Eaux;34;
63430;Thiers;12152;
63431;Thiolières;163;
63432;Thuret;953;
63433;Tortebesse;76;
63434;Tours-sur-Meymont;538;
63435;Tourzel-Ronzières;221;
63436;Tralaigues;75;
63437;Trémouille-Saint-Loup;155;
63438;Trézioux;488;
63439;Usson;300;
63440;Valbeleix;125;
63441;Valcivières;211;
63442;Valz-sous-Châteauneuf;55;
63443;Varennes-sur-Morge;429;
63444;Varennes-sur-Usson;304;
63445;Vassel;307;
63446;Vensat;527;
63447;Vergheas;69;
63448;Le Vernet-Chaméane;877;
63449;Le Vernet-Sainte-Marguerite;306;
63450;Verneugheol;246;
63451;Vernines;430;
63452;Verrières;73;
63453;Vertaizon;3290;
63454;Vertolaye;547;
63455;Veyre-Monton;3692;
63456;Vichel;357;
63457;Vic-le-Comte;5288;
63458;Villeneuve;152;
63459;Villeneuve-les-Cerfs;530;
63460;Villossanges;376;
63461;Vinzelles;362;
63462;Virlet;273;
63463;Viscomtat;525;
63464;Vitrac;358;
63465;Viverols;414;
63466;Vodable;199;
63467;Voingt;31;
63468;Vollore-Montagne;309;
63469;Vollore-Ville;736;
63470;Volvic;4694;
63471;Youx;923;
63472;Yronde-et-Buron;669;
63473;Yssac-la-Tourette;399;
64001;Aast;193;
64002;Abère;168;
64003;Abidos;222;
64004;Abitain;108;
64005;Abos;557;
64006;Accous;470;
64007;Agnos;1063;
64008;Ahaxe-Alciette-Bascassan;278;
64009;Ahetze;2103;
64010;AÃ¯cirits-Camou-Suhast;683;
64011;Aincille;121;
64012;Ainharp;137;
64013;Ainhice-Mongelos;177;
64014;Ainhoa;677;
64015;Alçay-Alçabéhéty-Sunharette;218;
64016;Aldudes;330;
64017;Alos-Sibas-Abense;334;
64018;Amendeuix-Oneix;459;
64019;Amorots-Succos;234;
64021;Andoins;683;
64022;Andrein;139;
64023;AngaÃ¯s;934;
64024;Anglet;40840;
64025;Angous;102;
64026;Anhaux;390;
64027;Anos;191;
64028;Anoye;138;
64029;Aramits;680;
64031;Arancou;177;
64032;Araujuzon;191;
64033;Araux;135;
64034;Arbérats-Sillègue;303;
64035;Arbonne;2404;
64036;Arbouet-Sussaute;324;
64037;Arbus;1236;
64038;Arcangues;3276;
64039;Aren;246;
64040;Arette;1107;
64041;Aressy;774;
64042;Argagnon;725;
64043;Argelos;293;
64044;Arget;79;
64045;Arhansus;78;
64046;Armendarits;401;
64047;Arnéguy;239;
64048;Arnos;131;
64049;Aroue-Ithorots-OlhaÃ¯by;240;
64050;Arrast-Larrebieu;98;
64051;Arraute-Charritte;411;
64052;Arricau-Bordes;108;
64053;Arrien;193;
64054;Arros-de-Nay;788;
64056;Arrosès;141;
64057;Arthez-de-Béarn;1877;
64058;Arthez-d'Asson;482;
64059;Artigueloutan;1111;
64060;Artiguelouve;1903;
64061;Artix;3492;
64062;Arudy;2285;
64063;Arzacq-Arraziguet;1078;
64064;Asasp-Arros;458;
64065;Ascain;4472;
64066;Ascarat;338;
64067;Assat;1987;
64068;Asson;2055;
64069;Aste-Béon;237;
64070;Astis;308;
64071;Athos-Aspis;215;
64072;Aubertin;665;
64073;Aubin;265;
64074;Aubous;45;
64075;Audaux;167;
64077;Auga;176;
64078;Auriac;236;
64079;Aurions-Idernes;105;
64080;Aussevielle;814;
64081;Aussurucq;241;
64082;Auterrive;141;
64083;Autevielle-Saint-Martin-Bideren;206;
64084;Aydie;142;
64085;Aydius;110;
64086;Ayherre;1127;
64087;Baigts-de-Béarn;887;
64088;Balansun;308;
64089;Baleix;144;
64090;Baliracq-Maumusson;123;
64091;Baliros;501;
64092;Banca;353;
64093;Barcus;646;
64094;Bardos;1877;
64095;Barinque;604;
64096;Barraute-Camu;176;
64097;Barzun;620;
64098;Bassillon-Vauzé;67;
64099;Bastanès;102;
64100;Bassussarry;3326;
64101;Baudreix;699;
64102;Bayonne;53063;
64103;Bédeille;210;
64104;Bedous;615;
64105;Béguios;283;
64106;Béhasque-Lapiste;529;
64107;Béhorléguy;76;
64108;Bellocq;920;
64109;Bénéjacq;1987;
64110;Béost;222;
64111;Bentayou-Sérée;110;
64112;Bérenx;431;
64113;Bergouey-Viellenave;121;
64114;Bernadets;595;
64115;Berrogain-Laruns;227;
64116;Bescat;250;
64117;Bésingrand;149;
64118;Bétracq;50;
64119;Beuste;694;
64120;Beyrie-sur-Joyeuse;537;
64121;Beyrie-en-Béarn;195;
64122;Biarritz;26508;
64123;Bidache;1384;
64124;Bidarray;678;
64125;Bidart;7113;
64126;Bidos;1139;
64127;Bielle;404;
64128;Bilhères;164;
64129;Billère;13023;
64130;Biriatou;1248;
64131;Biron;658;
64132;Bizanos;4689;
64133;Boeil-Bezing;1374;
64134;Bonloc;376;
64135;Bonnut;808;
64136;Borce;141;
64137;Bordères;696;
64138;Bordes;2939;
64139;Bosdarros;1011;
64140;Boucau;8797;
64141;Boueilh-Boueilho-Lasque;384;
64142;Bougarber;871;
64143;Bouillon;157;
64144;Boumourt;167;
64145;Bourdettes;521;
64146;Bournos;338;
64147;Briscous;2923;
64148;Bruges-Capbis-Mifaget;895;
64149;Bugnein;249;
64150;Bunus;133;
64151;Burgaronne;104;
64152;Buros;1981;
64153;Burosse-Mendousse;68;
64154;Bussunarits-Sarrasquette;207;
64155;Bustince-Iriberry;105;
64156;Buziet;490;
64157;Buzy;1010;
64158;Cabidos;180;
64159;Cadillon;121;
64160;Cambo-les-Bains;6731;
64161;Came;1015;
64162;Camou-Cihigue;104;
64165;Cardesse;301;
64166;Caro;202;
64167;Carrère;222;
64168;Carresse-Cassaber;682;
64170;Castagnède;202;
64171;Casteide-Cami;262;
64172;Casteide-Candau;305;
64173;Casteide-Doat;163;
64174;Castéra-Loubix;53;
64175;Castet;157;
64176;Castetbon;170;
64177;Castétis;649;
64178;Castetnau-Camblong;479;
64179;Castetner;139;
64180;Castetpugon;217;
64181;Castillon (Canton d'Arthez-de-Béarn);334;
64182;Castillon (Canton de Lembeye);70;
64183;Caubios-Loos;616;
64184;Cescau;639;
64185;Cette-Eygun;62;
64186;Charre;219;
64187;Charritte-de-Bas;263;
64188;Chéraute;1237;
64189;Ciboure;6391;
64190;Claracq;244;
64191;Coarraze;2312;
64192;Conchez-de-Béarn;112;
64193;Corbère-Abères;100;
64194;CoslédaÃ -Lube-Boast;391;
64195;Coublucq;97;
64196;Crouseilles;121;
64197;Cuqueron;194;
64198;Denguin;1816;
64199;Diusse;146;
64200;Doazon;185;
64201;Dognen;234;
64202;Domezain-Berraute;475;
64203;Doumy;324;
64204;Eaux-Bonnes;196;
64205;Escos;239;
64206;Escot;124;
64207;Escou;435;
64208;Escoubès;433;
64209;Escout;446;
64210;Escurès;146;
64211;Eslourenties-Daban;365;
64212;Espéchède;144;
64213;Espelette;2032;
64214;Espès-Undurein;507;
64215;Espiute;108;
64216;Espoey;1236;
64217;Esquiule;550;
64218;Estérençuby;329;
64219;Estialescq;266;
64220;Estos;517;
64221;Etcharry;183;
64222;Etchebar;75;
64223;Etsaut;61;
64224;Eysus;655;
64225;Ance Féas;631;
64226;Fichous-Riumayou;178;
64227;Gabaston;680;
64228;Gabat;272;
64229;Gamarthe;132;
64230;Gan;5692;
64231;Garindein;506;
64232;Garlède-Mondebat;222;
64233;Garlin;1379;
64234;Garos;270;
64235;Garris;289;
64236;Gayon;55;
64237;Gelos;3784;
64238;Ger;2022;
64239;Gerderest;140;
64240;Gère-Bélesten;190;
64241;Géronce;483;
64242;Gestas;75;
64243;Géus-d'Arzacq;203;
64244;GeÃ¼s-d'Oloron;265;
64245;Goès;590;
64246;Gomer;310;
64247;Gotein-Libarrenx;487;
64249;Guéthary;1362;
64250;Guiche;1034;
64251;Guinarthe-Parenties;229;
64252;Gurmençon;907;
64253;Gurs;429;
64254;Hagetaubin;594;
64255;Halsou;626;
64256;Hasparren;7779;
64257;Haut-de-Bosdarros;351;
64258;Haux;87;
64259;Hélette;752;
64260;Hendaye;17404;
64261;Herrère;391;
64262;Higuères-Souye;281;
64263;L'Hôpital-d'Orion;132;
64264;L'Hôpital-Saint-Blaise;63;
64265;Hosta;93;
64266;Hours;252;
64267;Ibarrolle;78;
64268;Idaux-Mendy;279;
64269;Idron;5064;
64270;Igon;1022;
64271;Iholdy;545;
64272;Ilharre;146;
64273;Irissarry;925;
64274;Irouléguy;366;
64275;Ispoure;685;
64276;Issor;242;
64277;Isturits;530;
64279;Itxassou;2234;
64280;Izeste;435;
64281;Jasses;148;
64282;Jatxou;1199;
64283;Jaxu;196;
64284;Jurançon;7342;
64285;Juxue;212;
64286;LaÃ -Mondrans;445;
64287;LaÃ s;142;
64288;Labastide-Cézéracq;569;
64289;La Bastide-Clairence;995;
64290;Labastide-Monréjeau;621;
64291;Labastide-Villefranche;324;
64292;Labatmale;257;
64293;Labatut;172;
64294;Labets-Biscay;162;
64295;Labeyrie;118;
64296;Lacadée;156;
64297;Lacarre;173;
64298;Lacarry-Arhan-Charritte-de-Haut;131;
64299;Lacommande;199;
64300;Lacq;737;
64301;Lagor;1188;
64302;Lagos;480;
64303;Laguinge-Restoue;165;
64304;Lahonce;2561;
64305;Lahontan;529;
64306;Lahourcade;720;
64307;Lalongue;212;
64308;Lalonquette;269;
64309;Lamayou;209;
64310;Lanne-en-Barétous;501;
64311;Lannecaube;158;
64312;LanneplaÃ ;314;
64313;Lantabat;280;
64314;Larceveau-Arros-Cibits;439;
64315;Laroin;1132;
64316;Larrau;197;
64317;Larressore;2171;
64318;Larreule;187;
64319;Larribar-Sorhapuru;183;
64320;Laruns;1208;
64321;Lasclaveries;250;
64322;Lasse;343;
64323;Lasserre;105;
64324;Lasseube;1790;
64325;Lasseubetat;212;
64326;Lay-Lamidou;122;
64327;Lecumberry;174;
64328;Ledeuix;1058;
64329;Lée;1316;
64330;Lées-Athas;259;
64331;Lembeye;784;
64332;Lème;170;
64334;Léren;221;
64335;Lescar;10084;
64336;Lescun;169;
64337;Lespielle;153;
64338;Lespourcy;195;
64339;Lestelle-Bétharram;906;
64340;Lichans-Sunhar;85;
64341;Lichos;136;
64342;Licq-Athérey;208;
64343;Limendous;742;
64344;Livron;397;
64345;Lohitzun-Oyhercq;204;
64346;Lombia;207;
64347;Lonçon;212;
64348;Lons;13957;
64349;Loubieng;521;
64350;Louhossoa;876;
64351;Lourdios-Ichère;145;
64352;Lourenties;401;
64353;Louvie-Juzon;1070;
64354;Louvie-Soubiron;125;
64355;Louvigny;141;
64356;Luc-Armau;110;
64357;Lucarré;63;
64358;Lucgarier;252;
64359;Lucq-de-Béarn;939;
64360;Lurbe-Saint-Christau;196;
64361;Lussagnet-Lusson;187;
64362;Luxe-Sumberraute;432;
64363;Lys;331;
64364;Macaye;594;
64365;Malaussanne;415;
64366;MascaraÃ s-Haron;123;
64367;Maslacq;907;
64368;Masparraute;257;
64369;Maspie-Lalonquère-Juillacq;261;
64370;Maucor;576;
64371;Mauléon-Licharre;3183;
64372;Maure;95;
64373;Mazères-Lezons;1866;
64374;Mazerolles;1158;
64375;Méharin;283;
64376;Meillon;955;
64377;Mendionde;861;
64378;Menditte;332;
64379;Mendive;166;
64380;Méracq;236;
64381;Méritein;291;
64382;Mesplède;354;
64383;Mialos;134;
64385;Miossens-Lanusse;277;
64386;Mirepeix;1284;
64387;Momas;618;
64388;Momy;117;
64389;Monassut-Audiracq;372;
64390;Moncaup;171;
64391;Moncayolle-Larrory-Mendibieu;313;
64392;Moncla;85;
64393;Monein;4540;
64394;Monpezat;85;
64395;Monségur;124;
64396;Mont;1232;
64397;Montagut;124;
64398;Montaner;438;
64399;Montardon;2629;
64400;Montaut;1147;
64401;Mont-Disse;79;
64403;Montfort;181;
64404;Montory;317;
64405;MorlaÃ s;4616;
64406;Morlanne;629;
64407;Mouguerre;5442;
64408;Mouhous;60;
64409;Moumour;853;
64410;Mourenx;6302;
64411;Musculdy;239;
64412;Nabas;95;
64413;Narcastet;774;
64414;Narp;114;
64415;Navailles-Angos;1555;
64416;Navarrenx;1075;
64417;Nay;3501;
64418;Noguères;141;
64419;Nousty;1627;
64420;Ogenne-Camptort;250;
64421;Ogeu-les-Bains;1305;
64422;Oloron-Sainte-Marie;11233;
64423;OraÃ s;185;
64424;Ordiarp;544;
64425;Orègue;496;
64426;Orin;259;
64427;Orion;150;
64428;Orriule;140;
64429;Orsanco;118;
64430;Orthez;11047;
64431;Os-Marsillon;545;
64432;Ossas-Suhare;86;
64433;Osse-en-Aspe;349;
64434;Ossenx;51;
64435;Osserain-Rivareyte;223;
64436;Ossès;838;
64437;Ostabat-Asme;197;
64438;Ouillon;552;
64439;Ousse;1720;
64440;Ozenx-Montestrucq;405;
64441;Pagolle;266;
64442;Parbayse;346;
64443;Pardies;883;
64444;Pardies-Piétat;473;
64445;Pau;77070;
64446;Peyrelongue-Abos;158;
64447;Piets-Plasence-Moustrou;141;
64448;Poey-de-Lescar;1822;
64449;Poey-d'Oloron;167;
64450;Pomps;301;
64451;Ponson-Debat-Pouts;100;
64452;Ponson-Dessus;267;
64453;Pontacq;2982;
64454;Pontiacq-Viellepinte;188;
64455;Portet;170;
64456;Pouliacq;54;
64457;Poursiugues-Boucoue;191;
64458;Préchacq-Josbaig;303;
64459;Préchacq-Navarrenx;175;
64460;Précilhon;412;
64461;Puyoô;1142;
64462;Ramous;500;
64463;Rébénacq;669;
64464;Ribarrouy;84;
64465;Riupeyrous;227;
64466;Rivehaute;273;
64467;Rontignon;865;
64468;Roquiague;124;
64469;Saint-Abit;319;
64470;Saint-Armou;677;
64471;Saint-Boès;373;
64472;Saint-Castin;877;
64473;Sainte-Colome;362;
64474;Saint-Dos;160;
64475;Sainte-Engrâce;196;
64476;Saint-Esteben;417;
64477;Saint-Etienne-de-BaÃ¯gorry;1517;
64478;Saint-Faust;772;
64479;Saint-Girons-en-Béarn;167;
64480;Saint-Gladie-Arrive-Munein;203;
64481;Saint-Goin;241;
64482;Saint-Jammes;628;
64483;Saint-Jean-de-Luz;14618;
64484;Saint-Jean-le-Vieux;857;
64485;Saint-Jean-Pied-de-Port;1827;
64486;Saint-Jean-Poudge;67;
64487;Saint-Just-Ibarre;211;
64488;Saint-Laurent-Bretagne;459;
64489;Saint-Martin-d'Arberoue;342;
64490;Saint-Martin-d'Arrossa;553;
64491;Saint-Médard;207;
64492;Saint-Michel;298;
64493;Saint-Palais;1908;
64494;Saint-Pé-de-Léren;265;
64495;Saint-Pée-sur-Nivelle;7189;
64496;Saint-Pierre-d'Irube;5588;
64498;Saint-Vincent;405;
64499;Salies-de-Béarn;4697;
64500;Salles-Mongiscard;303;
64501;Sallespisse;579;
64502;Sames;715;
64503;Samsons-Lion;91;
64504;Sare;2725;
64505;Sarpourenx;324;
64506;Sarrance;164;
64507;Saubole;142;
64508;Saucède;134;
64509;Sauguis-Saint-Etienne;179;
64510;Sault-de-Navailles;960;
64511;Sauvagnon;3497;
64512;Sauvelade;269;
64513;Sauveterre-de-Béarn;1466;
64514;Séby;203;
64515;Sedze-Maubecq;256;
64516;Sedzère;387;
64517;Séméacq-Blachon;168;
64518;Sendets;1069;
64519;Serres-Castet;4474;
64520;Serres-MorlaÃ s;862;
64521;Serres-Sainte-Marie;588;
64522;Sévignacq-Meyracq;545;
64523;Sévignacq;778;
64524;Simacourbe;419;
64525;Siros;788;
64526;Soumoulou;1603;
64527;SouraÃ¯de;1526;
64528;Suhescun;176;
64529;Sus;388;
64530;Susmiou;359;
64531;Tabaille-Usquain;48;
64532;Tadousse-Ussau;71;
64533;Tardets-Sorholus;567;
64534;Taron-Sadirac-Viellenave;192;
64535;Tarsacq;536;
64536;Thèze;874;
64537;Trois-Villes;133;
64538;Uhart-Cize;819;
64539;Uhart-Mixe;215;
64540;Urcuit;2798;
64541;Urdès;313;
64542;Urdos;67;
64543;Urepel;284;
64544;Urost;78;
64545;Urrugne;10611;
64546;Urt;2357;
64547;Ustaritz;7178;
64548;Uzan;170;
64549;Uzein;1252;
64550;Uzos;797;
64551;Verdets;291;
64552;Vialer;186;
64554;Viellenave-d'Arthez;213;
64555;Viellenave-de-Navarrenx;168;
64556;Vielleségure;393;
64557;Vignes;480;
64558;Villefranque;2900;
64559;Viodos-Abense-de-Bas;744;
64560;Viven;178;
65001;Adast;304;
65002;Adé;836;
65003;Adervielle-Pouchergues;144;
65004;Agos-Vidalos;419;
65005;Allier;444;
65006;Ancizan;277;
65007;Andrest;1405;
65009;Anères;175;
65010;Angos;227;
65011;Les Angles;133;
65012;Anla;83;
65013;Ansost;59;
65014;Antichan;40;
65015;Antin;112;
65016;Antist;186;
65017;Aragnouet;251;
65018;Arbéost;85;
65019;Arcizac-Adour;570;
65020;Arcizac-ez-Angles;268;
65021;Arcizans-Avant;405;
65022;Arcizans-Dessus;125;
65023;Ardengost;13;
